Episodio,Passos,RecompensaTotal,Sucesso,Epsilon
361,200,-13.600000000000032,0,0.1728
362,200,-12.200000000000022,0,0.1720
363,200,-11.850000000000021,0,0.1712
364,200,-11.750000000000023,0,0.1704
365,200,-11.450000000000019,0,0.1696
366,200,-10.900000000000016,0,0.1688
367,200,-12.000000000000025,0,0.1680
368,200,-12.650000000000027,0,0.1672
369,200,-12.350000000000025,0,0.1664
370,200,-12.000000000000023,0,0.1657
371,200,-12.750000000000027,0,0.1649
372,200,-12.700000000000024,0,0.1641
373,200,-9.90000000000001,0,0.1633
374,200,-11.40000000000002,0,0.1626
375,200,-12.90000000000003,0,0.1618
376,200,-12.700000000000028,0,0.1611
377,200,-12.05000000000002,0,0.1603
378,200,-11.350000000000017,0,0.1596
379,200,-11.50000000000002,0,0.1588
380,200,-8.850000000000007,0,0.1581
381,200,-10.250000000000014,0,0.1573
382,200,-11.550000000000017,0,0.1566
383,200,-12.800000000000026,0,0.1559
384,200,-12.750000000000027,0,0.1551
385,200,-13.55000000000003,0,0.1544
386,200,-11.25000000000002,0,0.1537
387,200,-12.500000000000025,0,0.1530
388,200,-12.650000000000025,0,0.1523
389,200,-11.50000000000002,0,0.1516
390,200,-13.100000000000028,0,0.1509
391,200,-10.650000000000013,0,0.1501
392,200,-13.300000000000031,0,0.1494
393,200,-12.500000000000025,0,0.1488
394,145,93.39999999999999,1,0.1481
395,200,-13.800000000000034,0,0.1474
396,200,-13.450000000000035,0,0.1467
397,200,-12.250000000000027,0,0.1460
398,200,-11.50000000000002,0,0.1453
399,200,-11.60000000000002,0,0.1447
400,200,-11.900000000000022,0,0.1440
401,200,-12.600000000000026,0,0.1433
402,200,-11.900000000000022,0,0.1426
403,200,-11.600000000000021,0,0.1420
404,200,-12.600000000000026,0,0.1413
405,200,-12.650000000000025,0,0.1407
406,200,-13.150000000000029,0,0.1400
407,200,-12.500000000000025,0,0.1394
408,200,-10.850000000000016,0,0.1387
409,200,-12.750000000000027,0,0.1381
410,200,-9.150000000000007,0,0.1374
411,200,-12.100000000000021,0,0.1368
412,200,-13.800000000000034,0,0.1362
413,200,-12.050000000000022,0,0.1356
414,200,-11.400000000000018,0,0.1349
415,200,-13.250000000000032,0,0.1343
416,200,-12.700000000000024,0,0.1337
417,200,-14.050000000000034,0,0.1331
418,200,-12.20000000000002,0,0.1325
419,200,-12.800000000000026,0,0.1318
420,200,-12.950000000000028,0,0.1312
421,200,-9.800000000000013,0,0.1306
422,200,-12.500000000000027,0,0.1300
423,200,-12.000000000000025,0,0.1294
424,200,-12.800000000000024,0,0.1288
425,200,-12.050000000000024,0,0.1282
426,200,-13.350000000000025,0,0.1276
427,200,-12.050000000000022,0,0.1271
428,200,-12.150000000000025,0,0.1265
429,200,-13.000000000000027,0,0.1259
430,200,-11.850000000000025,0,0.1253
431,200,-11.95000000000002,0,0.1247
432,200,-13.100000000000028,0,0.1242
433,200,-10.700000000000014,0,0.1236
434,200,-12.150000000000023,0,0.1230
435,200,-10.700000000000017,0,0.1225
436,200,-11.150000000000022,0,0.1219
437,200,-11.950000000000024,0,0.1214
438,200,-10.550000000000015,0,0.1208
439,200,-12.350000000000021,0,0.1202
440,200,-12.950000000000028,0,0.1197
441,200,-13.10000000000003,0,0.1191
442,200,-13.100000000000028,0,0.1186
443,200,-11.950000000000022,0,0.1181
444,200,-11.55000000000002,0,0.1175
445,200,-13.000000000000034,0,0.1170
446,200,-13.20000000000003,0,0.1165
447,200,-12.900000000000025,0,0.1159
448,200,-11.850000000000025,0,0.1154
449,200,-9.500000000000009,0,0.1149
450,200,-10.200000000000015,0,0.1143
451,200,-11.900000000000027,0,0.1138
452,200,-12.450000000000024,0,0.1133
453,200,-12.350000000000025,0,0.1128
454,200,-12.450000000000024,0,0.1123
455,200,-12.400000000000022,0,0.1118
456,200,-11.400000000000022,0,0.1113
457,200,-12.850000000000026,0,0.1108
458,200,-11.800000000000024,0,0.1103
459,200,-12.350000000000026,0,0.1098
460,200,-12.850000000000026,0,0.1093
461,200,-12.100000000000026,0,0.1088
462,200,-13.000000000000028,0,0.1083
463,200,-9.900000000000015,0,0.1078
464,200,-12.900000000000023,0,0.1073
465,200,-12.00000000000002,0,0.1068
466,200,-12.100000000000025,0,0.1063
467,200,-12.850000000000028,0,0.1058
468,200,-12.550000000000026,0,0.1054
469,200,-13.000000000000027,0,0.1049
470,200,-11.950000000000024,0,0.1044
471,200,-12.800000000000026,0,0.1039
472,200,-11.150000000000018,0,0.1035
473,200,-12.750000000000027,0,0.1030
474,200,-10.00000000000001,0,0.1025
475,200,-9.75000000000001,0,0.1021
476,200,-11.250000000000016,0,0.1016
477,200,-11.900000000000022,0,0.1012
478,200,-12.750000000000027,0,0.1007
479,200,-13.400000000000029,0,0.1003
480,200,-12.500000000000028,0,0.0998
481,200,-12.650000000000025,0,0.0994
482,200,-13.400000000000029,0,0.0989
483,200,-11.55000000000002,0,0.0985
484,200,-13.800000000000033,0,0.0980
485,200,-10.100000000000014,0,0.0976
486,200,-12.300000000000022,0,0.0972
487,200,-10.700000000000015,0,0.0967
488,200,-12.600000000000026,0,0.0963
489,200,-12.800000000000027,0,0.0959
490,200,-11.650000000000018,0,0.0954
491,200,-10.650000000000016,0,0.0950
492,200,-11.55000000000002,0,0.0946
493,200,-13.050000000000026,0,0.0942
494,200,-12.500000000000023,0,0.0937
495,200,-12.95000000000003,0,0.0933
496,200,-12.250000000000025,0,0.0929
497,200,-12.550000000000026,0,0.0925
498,200,-11.10000000000002,0,0.0921
499,200,-12.45000000000003,0,0.0917
500,200,-12.450000000000022,0,0.0913
501,200,-10.600000000000021,0,0.0909
502,200,-12.750000000000028,0,0.0905
503,200,-9.400000000000011,0,0.0901
504,200,-9.850000000000012,0,0.0897
505,200,-11.350000000000017,0,0.0893
506,200,-11.050000000000017,0,0.0889
507,200,-12.35000000000003,0,0.0885
508,200,-11.40000000000002,0,0.0881
509,200,-13.400000000000032,0,0.0877
510,200,-11.55000000000002,0,0.0873
511,200,-11.750000000000023,0,0.0869
512,200,-12.60000000000003,0,0.0865
513,200,-11.550000000000022,0,0.0861
514,200,-13.350000000000033,0,0.0858
515,200,-11.650000000000018,0,0.0854
516,200,-12.550000000000026,0,0.0850
517,200,-9.850000000000016,0,0.0846
518,200,-12.500000000000025,0,0.0843
519,200,-12.100000000000023,0,0.0839
520,200,-12.750000000000025,0,0.0835
521,200,-13.150000000000029,0,0.0832
522,200,-12.450000000000022,0,0.0828
523,200,-11.05000000000002,0,0.0824
524,200,-12.85000000000003,0,0.0821
525,200,-13.30000000000003,0,0.0817
526,200,-12.900000000000027,0,0.0814
527,200,-10.50000000000001,0,0.0810
528,200,-11.800000000000024,0,0.0806
529,200,-12.450000000000024,0,0.0803
530,200,-12.800000000000027,0,0.0799
531,200,-12.000000000000021,0,0.0796
532,200,-8.550000000000004,0,0.0792
533,200,-10.100000000000014,0,0.0789
534,200,-11.400000000000023,0,0.0786
535,200,-12.700000000000026,0,0.0782
536,200,-11.450000000000024,0,0.0779
537,200,-11.90000000000002,0,0.0775
538,200,-12.750000000000028,0,0.0772
539,200,-12.400000000000025,0,0.0769
540,200,-12.050000000000026,0,0.0765
541,200,-13.650000000000034,0,0.0762
542,200,-12.450000000000022,0,0.0759
543,200,-12.900000000000027,0,0.0755
544,200,-12.00000000000002,0,0.0752
545,200,-11.900000000000023,0,0.0749
546,200,-13.200000000000028,0,0.0746
547,200,-12.250000000000025,0,0.0742
548,200,-13.050000000000027,0,0.0739
549,200,-11.70000000000002,0,0.0736
550,200,-10.500000000000016,0,0.0733
551,200,-9.200000000000008,0,0.0730
552,200,-11.200000000000022,0,0.0727
553,200,-12.200000000000024,0,0.0723
554,200,-12.750000000000027,0,0.0720
555,200,-13.30000000000003,0,0.0717
556,200,-12.65000000000003,0,0.0714
557,200,-13.050000000000027,0,0.0711
558,200,-12.150000000000025,0,0.0708
559,200,-12.300000000000024,0,0.0705
560,200,-12.650000000000025,0,0.0702
561,200,-11.30000000000002,0,0.0699
562,200,-9.650000000000011,0,0.0696
563,200,-13.05000000000003,0,0.0693
564,200,-12.250000000000021,0,0.0690
565,200,-13.350000000000028,0,0.0687
566,200,-13.30000000000003,0,0.0684
567,200,-9.050000000000006,0,0.0681
568,200,-12.200000000000026,0,0.0678
569,200,-12.500000000000023,0,0.0676
570,200,-11.200000000000019,0,0.0673
571,200,-12.600000000000023,0,0.0670
572,200,-13.25000000000003,0,0.0667
573,200,-12.200000000000022,0,0.0664
574,200,-13.250000000000027,0,0.0661
575,200,-12.450000000000022,0,0.0659
576,200,-12.200000000000026,0,0.0656
577,200,-11.200000000000015,0,0.0653
578,200,-12.900000000000025,0,0.0650
579,200,-11.600000000000025,0,0.0647
580,200,-13.050000000000026,0,0.0645
581,200,-13.450000000000031,0,0.0642
582,200,-8.900000000000006,0,0.0639
583,200,-9.900000000000013,0,0.0637
584,200,-12.900000000000025,0,0.0634
585,200,-12.550000000000022,0,0.0631
586,200,-12.550000000000026,0,0.0629
587,200,-12.050000000000022,0,0.0626
588,200,-11.300000000000018,0,0.0623
589,200,-13.150000000000032,0,0.0621
590,200,-11.200000000000015,0,0.0618
591,200,-12.850000000000032,0,0.0616
592,200,-10.800000000000015,0,0.0613
593,200,-11.750000000000021,0,0.0610
594,200,-12.350000000000023,0,0.0608
595,200,-12.850000000000028,0,0.0605
596,200,-9.050000000000006,0,0.0603
597,200,-12.150000000000025,0,0.0600
598,200,-12.050000000000018,0,0.0598
599,200,-10.550000000000017,0,0.0595
600,200,-13.150000000000029,0,0.0593
601,200,-10.650000000000016,0,0.0590
602,200,-9.85000000000001,0,0.0588
603,200,-11.25000000000002,0,0.0586
604,200,-10.850000000000014,0,0.0583
605,200,-12.350000000000025,0,0.0581
606,200,-11.700000000000019,0,0.0578
607,200,-12.900000000000027,0,0.0576
608,200,-12.150000000000023,0,0.0574
609,200,-12.450000000000024,0,0.0571
610,200,-12.000000000000025,0,0.0569
611,200,-11.950000000000024,0,0.0567
612,200,-12.200000000000026,0,0.0564
613,200,-12.100000000000021,0,0.0562
614,200,-13.550000000000031,0,0.0560
615,200,-11.250000000000021,0,0.0557
616,200,-10.500000000000014,0,0.0555
617,200,-12.900000000000025,0,0.0553
618,200,-12.700000000000026,0,0.0550
619,200,-9.950000000000012,0,0.0548
620,200,-12.200000000000024,0,0.0546
621,200,-13.100000000000028,0,0.0544
622,200,-13.40000000000003,0,0.0542
623,200,-11.600000000000021,0,0.0539
624,200,-12.75000000000003,0,0.0537
625,200,-13.700000000000028,0,0.0535
626,200,-12.800000000000026,0,0.0533
627,200,-12.450000000000024,0,0.0531
628,200,-12.80000000000003,0,0.0528
629,200,-12.400000000000027,0,0.0526
630,200,-9.050000000000008,0,0.0524
631,200,-11.60000000000002,0,0.0522
632,200,-12.050000000000018,0,0.0520
633,200,-12.700000000000026,0,0.0518
634,200,-11.50000000000002,0,0.0516
635,200,-11.350000000000021,0,0.0514
636,200,-11.850000000000023,0,0.0512
637,200,-9.450000000000008,0,0.0510
638,200,-11.00000000000002,0,0.0508
639,200,-13.600000000000033,0,0.0506
640,200,-12.600000000000026,0,0.0504
641,200,-11.00000000000002,0,0.0502
642,200,-13.25000000000003,0,0.0500
643,200,-10.050000000000018,0,0.0498
644,200,-10.050000000000008,0,0.0496
645,200,-11.65000000000002,0,0.0494
646,200,-12.700000000000028,0,0.0492
647,200,-11.800000000000022,0,0.0490
648,200,-12.150000000000022,0,0.0488
649,200,-12.200000000000024,0,0.0486
650,200,-12.450000000000026,0,0.0484
651,200,-9.55000000000001,0,0.0482
652,200,-10.35000000000001,0,0.0480
653,200,-9.500000000000009,0,0.0478
654,200,-11.650000000000023,0,0.0476
655,200,-11.450000000000019,0,0.0474
656,200,-11.750000000000021,0,0.0473
657,200,-12.250000000000025,0,0.0471
658,200,-12.600000000000026,0,0.0469
659,200,-13.750000000000032,0,0.0467
660,200,-12.050000000000026,0,0.0465
661,200,-11.65000000000002,0,0.0463
662,200,-11.10000000000002,0,0.0462
663,200,-12.950000000000028,0,0.0460
664,200,-12.350000000000023,0,0.0458
665,200,-12.450000000000026,0,0.0456
666,200,-11.450000000000017,0,0.0454
667,200,-12.95000000000003,0,0.0453
668,200,-12.350000000000026,0,0.0451
669,200,-11.80000000000002,0,0.0449
670,200,-10.550000000000015,0,0.0447
671,200,-12.500000000000023,0,0.0446
672,200,-12.70000000000003,0,0.0444
673,200,-10.900000000000016,0,0.0442
674,200,-11.95000000000002,0,0.0440
675,200,-13.050000000000024,0,0.0439
676,200,-11.45000000000002,0,0.0437
677,200,-12.150000000000023,0,0.0435
678,200,-12.850000000000028,0,0.0434
679,200,-12.400000000000029,0,0.0432
680,200,-12.400000000000029,0,0.0430
681,200,-13.05000000000003,0,0.0429
682,200,-12.200000000000024,0,0.0427
683,200,-12.950000000000028,0,0.0425
684,200,-8.350000000000003,0,0.0424
685,200,-10.150000000000011,0,0.0422
686,200,-11.90000000000002,0,0.0421
687,200,-11.150000000000016,0,0.0419
688,200,-12.350000000000028,0,0.0417
689,200,-11.650000000000022,0,0.0416
690,200,-9.55000000000001,0,0.0414
691,200,-10.800000000000017,0,0.0413
692,200,-9.850000000000012,0,0.0411
693,200,-13.350000000000028,0,0.0410
694,200,-10.200000000000015,0,0.0408
695,200,-13.150000000000027,0,0.0407
696,200,-11.100000000000017,0,0.0405
697,200,-13.35000000000003,0,0.0403
698,200,-12.600000000000025,0,0.0402
699,200,-12.200000000000022,0,0.0400
700,200,-11.850000000000023,0,0.0399
701,200,-11.550000000000022,0,0.0397
702,200,-12.750000000000025,0,0.0396
703,200,-12.050000000000022,0,0.0395
