Episodio,Passos,RecompensaTotal,Sucesso,Epsilon
578,54,100.0,1,0.0650
579,48,100.6,1,0.0647
580,50,100.5,1,0.0645
581,48,100.6,1,0.0642
582,48,100.6,1,0.0639
583,54,100.0,1,0.0637
584,48,100.6,1,0.0634
585,48,100.6,1,0.0631
586,48,100.6,1,0.0629
587,48,100.6,1,0.0626
588,49,100.6,1,0.0623
589,48,100.6,1,0.0621
590,48,100.6,1,0.0618
591,51,100.5,1,0.0616
592,54,100.0,1,0.0613
593,48,100.6,1,0.0610
594,56,99.89999999999999,1,0.0608
595,57,100.0,1,0.0605
596,48,100.6,1,0.0603
597,48,100.6,1,0.0600
598,45,100.7,1,0.0598
599,48,100.6,1,0.0595
600,48,100.6,1,0.0593
601,50,100.6,1,0.0590
602,48,100.6,1,0.0588
603,48,100.6,1,0.0586
604,49,100.6,1,0.0583
605,48,100.6,1,0.0581
606,62,99.7,1,0.0578
607,46,100.7,1,0.0576
608,48,100.6,1,0.0574
609,61,99.89999999999999,1,0.0571
610,60,99.89999999999999,1,0.0569
611,48,100.39999999999999,1,0.0567
612,48,100.6,1,0.0564
613,49,100.6,1,0.0562
614,48,100.6,1,0.0560
615,46,100.8,1,0.0557
616,50,100.39999999999999,1,0.0555
617,48,100.6,1,0.0553
618,48,100.6,1,0.0550
619,48,100.6,1,0.0548
620,48,100.6,1,0.0546
621,48,100.6,1,0.0544
622,48,100.6,1,0.0542
623,46,100.6,1,0.0539
624,48,100.6,1,0.0537
625,50,100.5,1,0.0535
626,49,100.6,1,0.0533
627,48,100.6,1,0.0531
628,50,100.39999999999999,1,0.0528
629,48,100.6,1,0.0526
630,48,100.6,1,0.0524
631,48,100.6,1,0.0522
632,48,100.6,1,0.0520
633,49,100.6,1,0.0518
634,53,100.39999999999999,1,0.0516
635,48,100.6,1,0.0514
636,48,100.6,1,0.0512
637,48,100.6,1,0.0510
638,48,100.6,1,0.0508
639,48,100.6,1,0.0506
640,48,100.6,1,0.0504
641,48,100.6,1,0.0502
642,48,100.6,1,0.0500
643,48,100.6,1,0.0498
644,48,100.6,1,0.0496
645,49,100.6,1,0.0494
646,70,99.6,1,0.0492
647,54,100.2,1,0.0490
648,48,100.6,1,0.0488
649,48,100.6,1,0.0486
650,48,100.6,1,0.0484
651,63,99.8,1,0.0482
652,48,100.6,1,0.0480
653,62,99.7,1,0.0478
654,48,100.6,1,0.0476
655,200,-14.100000000000033,0,0.0474
656,200,-13.30000000000003,0,0.0473
657,200,-12.900000000000027,0,0.0471
658,200,-14.100000000000032,0,0.0469
659,200,-13.550000000000031,0,0.0467
660,67,99.0,1,0.0465
661,52,100.6,1,0.0463
662,44,100.89999999999999,1,0.0462
663,48,100.89999999999999,1,0.0460
664,45,100.89999999999999,1,0.0458
665,45,100.89999999999999,1,0.0456
666,51,100.7,1,0.0454
667,44,100.89999999999999,1,0.0453
668,47,100.7,1,0.0451
669,47,100.89999999999999,1,0.0449
670,52,100.89999999999999,1,0.0447
671,49,100.89999999999999,1,0.0446
672,74,98.7,1,0.0444
673,49,100.5,1,0.0442
674,49,100.8,1,0.0440
675,50,100.89999999999999,1,0.0439
676,49,100.89999999999999,1,0.0437
677,53,100.39999999999999,1,0.0435
678,59,100.1,1,0.0434
679,59,100.1,1,0.0432
680,47,100.7,1,0.0430
681,59,100.1,1,0.0429
682,59,100.1,1,0.0427
683,59,100.1,1,0.0425
684,59,100.1,1,0.0424
685,62,99.89999999999999,1,0.0422
686,58,100.2,1,0.0421
687,60,100.0,1,0.0419
688,59,100.1,1,0.0417
689,117,96.2,1,0.0416
690,62,100.0,1,0.0414
691,59,100.1,1,0.0413
692,62,100.0,1,0.0411
693,66,99.5,1,0.0410
694,59,100.1,1,0.0408
695,62,100.0,1,0.0407
696,59,100.2,1,0.0405
697,118,95.0,1,0.0403
698,108,95.6,1,0.0402
699,200,-15.100000000000039,0,0.0400
700,78,98.5,1,0.0399
701,200,-11.35000000000002,0,0.0397
702,200,-13.150000000000029,0,0.0396
703,200,-14.050000000000036,0,0.0395
704,200,-11.100000000000021,0,0.0393
705,200,-13.750000000000034,0,0.0392
706,200,-13.100000000000028,0,0.0390
707,200,-13.450000000000031,0,0.0389
708,200,-12.65000000000003,0,0.0387
709,200,-12.550000000000022,0,0.0386
710,200,-11.900000000000025,0,0.0384
711,200,-11.900000000000023,0,0.0383
712,200,-12.850000000000026,0,0.0382
713,200,-12.850000000000026,0,0.0380
714,200,-12.950000000000028,0,0.0379
715,200,-12.800000000000026,0,0.0377
716,200,-12.250000000000023,0,0.0376
717,200,-11.750000000000021,0,0.0375
718,82,98.5,1,0.0373
719,200,-12.850000000000028,0,0.0372
720,200,-10.900000000000016,0,0.0371
721,200,-10.250000000000014,0,0.0369
722,200,-10.100000000000012,0,0.0368
723,200,-10.950000000000017,0,0.0366
724,200,-11.95000000000002,0,0.0365
725,200,-12.600000000000025,0,0.0364
726,200,-13.35000000000003,0,0.0363
727,200,-13.800000000000031,0,0.0361
728,200,-12.100000000000021,0,0.0360
729,96,97.69999999999999,1,0.0359
730,200,-11.550000000000024,0,0.0357
731,200,-11.600000000000021,0,0.0356
732,200,-12.300000000000026,0,0.0355
733,200,-12.500000000000025,0,0.0353
734,200,-13.800000000000033,0,0.0352
735,200,-13.500000000000032,0,0.0351
736,200,-12.550000000000022,0,0.0350
737,200,-13.300000000000027,0,0.0348
738,200,-10.250000000000014,0,0.0347
739,200,-11.90000000000002,0,0.0346
740,200,-9.95000000000001,0,0.0345
741,200,-12.400000000000025,0,0.0344
742,200,-10.350000000000017,0,0.0342
743,200,-10.950000000000017,0,0.0341
744,200,-11.600000000000023,0,0.0340
745,200,-12.100000000000025,0,0.0339
746,200,-12.00000000000002,0,0.0338
747,200,-13.800000000000034,0,0.0336
748,200,-13.000000000000028,0,0.0335
749,200,-11.85000000000002,0,0.0334
750,200,-9.800000000000008,0,0.0333
751,200,-12.750000000000025,0,0.0332
752,200,-10.800000000000013,0,0.0331
753,200,-11.850000000000023,0,0.0329
754,200,-10.600000000000016,0,0.0328
