Episodio,Passos,RecompensaTotal,Sucesso,Epsilon
961,27,100.45,1,0.0181
962,27,100.45,1,0.0181
963,33,100.45,1,0.0180
964,26,100.45,1,0.0180
965,24,100.45,1,0.0179
966,27,100.45,1,0.0179
967,24,100.45,1,0.0179
968,29,100.45,1,0.0178
969,27,100.45,1,0.0178
970,26,100.45,1,0.0178
971,31,100.45,1,0.0177
972,36,99.64999999999999,1,0.0177
973,27,100.45,1,0.0176
974,27,100.25,1,0.0176
975,28,100.45,1,0.0176
976,41,99.55,1,0.0175
977,25,100.45,1,0.0175
978,30,100.45,1,0.0174
979,29,100.25,1,0.0174
980,33,100.45,1,0.0174
981,36,100.45,1,0.0173
982,33,100.45,1,0.0173
983,40,100.45,1,0.0173
984,24,100.45,1,0.0172
985,36,100.45,1,0.0172
986,26,100.45,1,0.0172
987,30,100.45,1,0.0171
988,33,100.35,1,0.0171
989,38,100.45,1,0.0170
990,25,100.45,1,0.0170
991,26,100.45,1,0.0170
992,26,100.45,1,0.0169
993,27,100.45,1,0.0169
994,31,100.45,1,0.0169
995,28,100.45,1,0.0168
996,33,100.45,1,0.0168
997,24,100.45,1,0.0168
998,27,100.45,1,0.0167
999,29,100.45,1,0.0167
1000,46,100.45,1,0.0167
